id,question,category,tags
287,Can I take CALCIUM CARBONATE with my other prescriptions?,Drug Interactions,calcium carbonate;fda;label;interactions
288,How do I store CALCIUM CARBONATE?,Storage,calcium carbonate;fda;label;storage
289,What if I miss a dose of CALCIUM CARBONATE?,Dosage,calcium carbonate;fda;label;missed dose
290,Is CALCIUM CARBONATE safe for children?,Children,calcium carbonate;fda;label;children;pediatric
291,Can I take CALCIUM CARBONATE if I have kidney disease?,Special Populations,calcium carbonate;fda;label;kidney
292,Can I take CALCIUM CARBONATE if I have liver disease?,Special Populations,calcium carbonate;fda;label;liver
293,Does CALCIUM CARBONATE expire? How long can I keep it?,Storage,calcium carbonate;fda;label;expiration
294,What should I do if I take too much CALCIUM CARBONATE?,Overdose,calcium carbonate;fda;label;overdose
295,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
296,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
297,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
298,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
299,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
300,What should I know about CALCIUM CARBONATE before taking it?,General,calcium carbonate;fda;label
301,Does GABAPENTIN interact with other medications?,Drug Interactions,gabapentin;fda;label;interactions
302,Can I take GABAPENTIN with blood pressure medication?,Drug Interactions,gabapentin;fda;label;interactions;blood pressure
303,Can I take GABAPENTIN with ibuprofen or aspirin?,Drug Interactions,gabapentin;fda;label;interactions;nsaid
304,Who should not take GABAPENTIN?,Contraindications,gabapentin;fda;label;contraindications
305,How should I take GABAPENTIN?,Dosage,gabapentin;fda;label;dosage
306,What is the recommended dose of GABAPENTIN?,Dosage,gabapentin;fda;label;dosage
307,Can I take GABAPENTIN with food?,Dosage,gabapentin;fda;label;dosage;food
308,Is GABAPENTIN safe during pregnancy?,Pregnancy,gabapentin;fda;label;pregnancy
309,What are the side effects of GABAPENTIN?,Adverse Reactions,gabapentin;fda;label;side effects
310,Does GABAPENTIN cause drowsiness?,Adverse Reactions,gabapentin;fda;label;drowsiness
311,Can I take GABAPENTIN with alcohol?,Drug Interactions,gabapentin;fda;label;alcohol;interactions
312,Can I take GABAPENTIN with my other prescriptions?,Drug Interactions,gabapentin;fda;label;interactions
313,How do I store GABAPENTIN?,Storage,gabapentin;fda;label;storage
314,What if I miss a dose of GABAPENTIN?,Dosage,gabapentin;fda;label;missed dose
315,Is GABAPENTIN safe for children?,Children,gabapentin;fda;label;children;pediatric
316,Can I take GABAPENTIN if I have kidney disease?,Special Populations,gabapentin;fda;label;kidney
317,Can I take GABAPENTIN if I have liver disease?,Special Populations,gabapentin;fda;label;liver
318,Does GABAPENTIN expire? How long can I keep it?,Storage,gabapentin;fda;label;expiration
319,What should I do if I take too much GABAPENTIN?,Overdose,gabapentin;fda;label;overdose
320,What should I know about GABAPENTIN before taking it?,General,gabapentin;fda;label
321,What are the warnings for BENZOCAINE?,Warnings,benzocaine;fda;label;warnings
322,Should I avoid BENZOCAINE if I have certain conditions?,Warnings,benzocaine;fda;label;warnings;contraindications
323,How should I take BENZOCAINE?,Dosage,benzocaine;fda;label;dosage
324,What is the recommended dose of BENZOCAINE?,Dosage,benzocaine;fda;label;dosage
325,Can I take BENZOCAINE with food?,Dosage,benzocaine;fda;label;dosage;food
326,Can I take BENZOCAINE with alcohol?,Drug Interactions,benzocaine;fda;label;alcohol;interactions
327,Can I take BENZOCAINE with my other prescriptions?,Drug Interactions,benzocaine;fda;label;interactions
328,How do I store BENZOCAINE?,Storage,benzocaine;fda;label;storage
329,What if I miss a dose of BENZOCAINE?,Dosage,benzocaine;fda;label;missed dose
330,Is BENZOCAINE safe for children?,Children,benzocaine;fda;label;children;pediatric
331,Can I take BENZOCAINE if I have kidney disease?,Special Populations,benzocaine;fda;label;kidney
332,Can I take BENZOCAINE if I have liver disease?,Special Populations,benzocaine;fda;label;liver
333,Does BENZOCAINE expire? How long can I keep it?,Storage,benzocaine;fda;label;expiration
334,What should I do if I take too much BENZOCAINE?,Overdose,benzocaine;fda;label;overdose
335,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
336,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
337,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
338,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
339,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
340,What should I know about BENZOCAINE before taking it?,General,benzocaine;fda;label
341,What are the warnings for ASPIRIN?,Warnings,aspirin;fda;label;warnings
342,Should I avoid ASPIRIN if I have certain conditions?,Warnings,aspirin;fda;label;warnings;contraindications
343,How should I take ASPIRIN?,Dosage,aspirin;fda;label;dosage
344,What is the recommended dose of ASPIRIN?,Dosage,aspirin;fda;label;dosage
345,Can I take ASPIRIN with food?,Dosage,aspirin;fda;label;dosage;food
346,Is ASPIRIN safe during pregnancy?,Pregnancy,aspirin;fda;label;pregnancy
347,Can I take ASPIRIN with alcohol?,Drug Interactions,aspirin;fda;label;alcohol;interactions
348,Can I take ASPIRIN with my other prescriptions?,Drug Interactions,aspirin;fda;label;interactions
349,How do I store ASPIRIN?,Storage,aspirin;fda;label;storage
350,What if I miss a dose of ASPIRIN?,Dosage,aspirin;fda;label;missed dose
351,Is ASPIRIN safe for children?,Children,aspirin;fda;label;children;pediatric
352,Can I take ASPIRIN if I have kidney disease?,Special Populations,aspirin;fda;label;kidney
353,Can I take ASPIRIN if I have liver disease?,Special Populations,aspirin;fda;label;liver
354,Does ASPIRIN expire? How long can I keep it?,Storage,aspirin;fda;label;expiration
355,What should I do if I take too much ASPIRIN?,Overdose,aspirin;fda;label;overdose
356,What should I know about ASPIRIN before taking it?,General,aspirin;fda;label
357,What should I know about ASPIRIN before taking it?,General,aspirin;fda;label
358,What should I know about ASPIRIN before taking it?,General,aspirin;fda;label
359,What should I know about ASPIRIN before taking it?,General,aspirin;fda;label
360,What should I know about ASPIRIN before taking it?,General,aspirin;fda;label
361,What are the warnings for HYDROCORTISONE?,Warnings,hydrocortisone;fda;label;warnings
362,Should I avoid HYDROCORTISONE if I have certain conditions?,Warnings,hydrocortisone;fda;label;warnings;contraindications
363,How should I take HYDROCORTISONE?,Dosage,hydrocortisone;fda;label;dosage
364,What is the recommended dose of HYDROCORTISONE?,Dosage,hydrocortisone;fda;label;dosage
365,Can I take HYDROCORTISONE with food?,Dosage,hydrocortisone;fda;label;dosage;food
366,Can I take HYDROCORTISONE with alcohol?,Drug Interactions,hydrocortisone;fda;label;alcohol;interactions
367,Can I take HYDROCORTISONE with my other prescriptions?,Drug Interactions,hydrocortisone;fda;label;interactions
368,How do I store HYDROCORTISONE?,Storage,hydrocortisone;fda;label;storage
369,What if I miss a dose of HYDROCORTISONE?,Dosage,hydrocortisone;fda;label;missed dose
370,Is HYDROCORTISONE safe for children?,Children,hydrocortisone;fda;label;children;pediatric
371,Can I take HYDROCORTISONE if I have kidney disease?,Special Populations,hydrocortisone;fda;label;kidney
372,Can I take HYDROCORTISONE if I have liver disease?,Special Populations,hydrocortisone;fda;label;liver
373,Does HYDROCORTISONE expire? How long can I keep it?,Storage,hydrocortisone;fda;label;expiration
374,What should I do if I take too much HYDROCORTISONE?,Overdose,hydrocortisone;fda;label;overdose
375,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
376,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
377,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
378,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
379,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
380,What should I know about HYDROCORTISONE before taking it?,General,hydrocortisone;fda;label
381,What are the warnings for LORATADINE?,Warnings,loratadine;fda;label;warnings
382,Should I avoid LORATADINE if I have certain conditions?,Warnings,loratadine;fda;label;warnings;contraindications
383,How should I take LORATADINE?,Dosage,loratadine;fda;label;dosage
384,What is the recommended dose of LORATADINE?,Dosage,loratadine;fda;label;dosage
385,Can I take LORATADINE with food?,Dosage,loratadine;fda;label;dosage;food
386,Is LORATADINE safe during pregnancy?,Pregnancy,loratadine;fda;label;pregnancy
387,Can I take LORATADINE with alcohol?,Drug Interactions,loratadine;fda;label;alcohol;interactions
388,Can I take LORATADINE with my other prescriptions?,Drug Interactions,loratadine;fda;label;interactions
389,How do I store LORATADINE?,Storage,loratadine;fda;label;storage
390,What if I miss a dose of LORATADINE?,Dosage,loratadine;fda;label;missed dose
391,Is LORATADINE safe for children?,Children,loratadine;fda;label;children;pediatric
392,Can I take LORATADINE if I have kidney disease?,Special Populations,loratadine;fda;label;kidney
393,Can I take LORATADINE if I have liver disease?,Special Populations,loratadine;fda;label;liver
394,Does LORATADINE expire? How long can I keep it?,Storage,loratadine;fda;label;expiration
395,What should I do if I take too much LORATADINE?,Overdose,loratadine;fda;label;overdose
396,What should I know about LORATADINE before taking it?,General,loratadine;fda;label
397,What should I know about LORATADINE before taking it?,General,loratadine;fda;label
398,What should I know about LORATADINE before taking it?,General,loratadine;fda;label
399,What should I know about LORATADINE before taking it?,General,loratadine;fda;label
400,What should I know about LORATADINE before taking it?,General,loratadine;fda;label
401,What are the warnings for DIPHENHYDRAMINE HCL?,Warnings,diphenhydramine hcl;fda;label;warnings
402,Should I avoid DIPHENHYDRAMINE HCL if I have certain conditions?,Warnings,diphenhydramine hcl;fda;label;warnings;contraindications
403,How should I take DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;dosage
404,What is the recommended dose of DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;dosage
405,Can I take DIPHENHYDRAMINE HCL with food?,Dosage,diphenhydramine hcl;fda;label;dosage;food
406,Can I take DIPHENHYDRAMINE HCL with alcohol?,Drug Interactions,diphenhydramine hcl;fda;label;alcohol;interactions
407,Can I take DIPHENHYDRAMINE HCL with my other prescriptions?,Drug Interactions,diphenhydramine hcl;fda;label;interactions
408,How do I store DIPHENHYDRAMINE HCL?,Storage,diphenhydramine hcl;fda;label;storage
409,What if I miss a dose of DIPHENHYDRAMINE HCL?,Dosage,diphenhydramine hcl;fda;label;missed dose
410,Is DIPHENHYDRAMINE HCL safe for children?,Children,diphenhydramine hcl;fda;label;children;pediatric
411,Can I take DIPHENHYDRAMINE HCL if I have kidney disease?,Special Populations,diphenhydramine hcl;fda;label;kidney
412,Can I take DIPHENHYDRAMINE HCL if I have liver disease?,Special Populations,diphenhydramine hcl;fda;label;liver
413,Does DIPHENHYDRAMINE HCL expire? How long can I keep it?,Storage,diphenhydramine hcl;fda;label;expiration
414,What should I do if I take too much DIPHENHYDRAMINE HCL?,Overdose,diphenhydramine hcl;fda;label;overdose
415,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
416,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
417,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
418,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
419,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
420,What should I know about DIPHENHYDRAMINE HCL before taking it?,General,diphenhydramine hcl;fda;label
421,What are the warnings for DIPHENHYDRAMINE HYDROCHLORIDE?,Warnings,diphenhydramine hydrochloride;fda;label;warnings
422,Should I avoid DIPHENHYDRAMINE HYDROCHLORIDE if I have certain conditions?,Warnings,diphenhydramine hydrochloride;fda;label;warnings;contraindications
423,How should I take DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;dosage
424,What is the recommended dose of DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;dosage
425,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with food?,Dosage,diphenhydramine hydrochloride;fda;label;dosage;food
426,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with alcohol?,Drug Interactions,diphenhydramine hydrochloride;fda;label;alcohol;interactions
427,Can I take DIPHENHYDRAMINE HYDROCHLORIDE with my other prescriptions?,Drug Interactions,diphenhydramine hydrochloride;fda;label;interactions
428,How do I store DIPHENHYDRAMINE HYDROCHLORIDE?,Storage,diphenhydramine hydrochloride;fda;label;storage
429,What if I miss a dose of DIPHENHYDRAMINE HYDROCHLORIDE?,Dosage,diphenhydramine hydrochloride;fda;label;missed dose
430,Is DIPHENHYDRAMINE HYDROCHLORIDE safe for children?,Children,diphenhydramine hydrochloride;fda;label;children;pediatric
431,Can I take DIPHENHYDRAMINE HYDROCHLORIDE if I have kidney disease?,Special Populations,diphenhydramine hydrochloride;fda;label;kidney
432,Can I take DIPHENHYDRAMINE HYDROCHLORIDE if I have liver disease?,Special Populations,diphenhydramine hydrochloride;fda;label;liver
433,Does DIPHENHYDRAMINE HYDROCHLORIDE expire? How long can I keep it?,Storage,diphenhydramine hydrochloride;fda;label;expiration
434,What should I do if I take too much DIPHENHYDRAMINE HYDROCHLORIDE?,Overdose,diphenhydramine hydrochloride;fda;label;overdose
435,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
436,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
437,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
438,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
439,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
440,What should I know about DIPHENHYDRAMINE HYDROCHLORIDE before taking it?,General,diphenhydramine hydrochloride;fda;label
441,What are the warnings for LIDOCAINE HYDROCHLORIDE?,Warnings,lidocaine hydrochloride;fda;label;warnings
442,Should I avoid LIDOCAINE HYDROCHLORIDE if I have certain conditions?,Warnings,lidocaine hydrochloride;fda;label;warnings;contraindications
443,Does LIDOCAINE HYDROCHLORIDE interact with other medications?,Drug Interactions,lidocaine hydrochloride;fda;label;interactions
444,Can I take LIDOCAINE HYDROCHLORIDE with blood pressure medication?,Drug Interactions,lidocaine hydrochloride;fda;label;interactions;blood pressure
445,Can I take LIDOCAINE HYDROCHLORIDE with ibuprofen or aspirin?,Drug Interactions,lidocaine hydrochloride;fda;label;interactions;nsaid
446,Who should not take LIDOCAINE HYDROCHLORIDE?,Contraindications,lidocaine hydrochloride;fda;label;contraindications
447,How should I take LIDOCAINE HYDROCHLORIDE?,Dosage,lidocaine hydrochloride;fda;label;dosage
